"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Halobellus limi",4,224,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halobellus","limi"
"Haloferax gibbonsii",2,80,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloferax","gibbonsii"
"Haloplanus aerogenes",3,70,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","aerogenes"
"Haloplanus rallus",3,123,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","rallus"
"Haloplanus rubicundus",4,105,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","rubicundus"
"Haloprofundus sp. Gai1-5",1,28,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloprofundus","sp. Gai1-5"
"Haloprofundus sp. MHR1",1,46,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloprofundus","sp. MHR1"
"Haloprofundus sp. SEDH52",1,39,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloprofundus","sp. SEDH52"
"Halalkaliarchaeum desulfuricum",1,21,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halalkaliarchaeum","desulfuricum"
"Halobaculum halophilum",5,168,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halobaculum","halophilum"
"Halobaculum rubrum",2,68,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halobaculum","rubrum"
"Halobaculum salinum",6,223,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halobaculum","salinum"
"Halobaculum sp. CBA1158",4,211,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halobaculum","sp. CBA1158"
"Halolamina sp. CBA1230",5,315,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halolamina","sp. CBA1230"
"Halopenitus persicus",2,48,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halopenitus","persicus"
"Halorubrum ezzemoulense",3,124,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","ezzemoulense"
"Halorubrum lacusprofundi",3,265,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","lacusprofundi"
"Halorubrum salinarum",4,207,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","salinarum"
"Halorubrum sodomense",2,74,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","sodomense"
"Halorubrum sp. CBA1229",5,232,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","sp. CBA1229"
"Halorubrum trapanicum",2,141,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","trapanicum"
"Salinigranum rubrum",5,183,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Salinigranum","rubrum"
"Halobiforma lacisalsi",2,94,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halobiforma","lacisalsi"
"Halopiger xanaduensis",4,143,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halopiger","xanaduensis"
"Haloterrigena salifodinae",1,39,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","salifodinae"
"Haloterrigena sp. KZCA68",1,49,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","sp. KZCA68"
"Haloterrigena turkmenica",2,104,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","turkmenica"
"Halovivax sp. KZCA124",4,115,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","sp. KZCA124"
"Natrarchaeobaculum aegyptiacum",4,106,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrarchaeobaculum","aegyptiacum"
"Natrialba magadii",4,160,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrialba","magadii"
"Natrinema pellirubrum",1,82,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrinema","pellirubrum"
"Natrinema sp. DC36",1,36,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrinema","sp. DC36"
"Natrinema sp. SLN56",3,128,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrinema","sp. SLN56"
"Natrinema sp. YPL30",1,49,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrinema","sp. YPL30"
"Natronococcus occultus",2,78,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronococcus","occultus"
"Salinarchaeum sp. Harcht-Bsk1",5,141,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Salinarchaeum","sp. Harcht-Bsk1"
"Methanobacterium paludis",1,51,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","paludis"
"Methanocella arvoryzae",1,27,"Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella","arvoryzae"
"Methanoculleus bourgensis",2,60,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus","bourgensis"
"Methanoculleus chikugoensis",2,57,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus","chikugoensis"
"Methanosarcina acetivorans",1,58,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","acetivorans"
"Methanosarcina barkeri",1,602,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","barkeri"
"Methanosarcina flavescens",1,114,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","flavescens"
"Methanosarcina horonobensis",1,84,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","horonobensis"
"Methanosarcina lacustris",1,124,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","lacustris"
"Methanosarcina mazei",1,140,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","mazei"
"Methanosarcina siciliae",1,72,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","siciliae"
"Methanosarcina sp. Kolksee",1,108,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","sp. Kolksee"
"Methanosarcina sp. MTP4",1,84,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","sp. MTP4"
"Methanosarcina thermophila",2,112,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","thermophila"
"Methanosarcina vacuolata",1,84,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","vacuolata"
"Candidatus Nitrosocosmicus franklandus",4,176,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","franklandus"
"Candidatus Nitrosocosmicus hydrocola",4,153,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","hydrocola"
"Candidatus Nitrosocosmicus oleophilus",6,8344,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","oleophilus"
"Nitrososphaera Candidatus Nitrososphaera evergladensis",4,260,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Candidatus Nitrososphaera evergladensis"
"Nitrososphaera Candidatus Nitrososphaera gargensis",5,354,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Candidatus Nitrososphaera gargensis"
"Acidisarcina polymorpha",6,1545,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Acidisarcina","polymorpha"
"Acidobacterium capsulatum",6,2067,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Acidobacterium","capsulatum"
"Acidobacterium sp. 4Y35",6,2527,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Acidobacterium","sp. 4Y35"
"Candidatus Koribacter versatilis",6,2928,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Candidatus Koribacter","versatilis"
"Edaphobacter sp. 12200R-103",6,1703,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Edaphobacter","sp. 12200R-103"
"Edaphobacter sp. 4G125",6,1056,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Edaphobacter","sp. 4G125"
"Granulicella mallensis",6,1833,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","mallensis"
"Granulicella sp. 5B5",6,1711,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","sp. 5B5"
"Granulicella sp. WH15",6,2357,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","sp. WH15"
"Granulicella tundricola",6,1266,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","tundricola"
"Terriglobus albidus",6,1683,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus","albidus"
"Terriglobus roseus",6,2220,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus","roseus"
"Terriglobus saanensis",6,1001,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus","saanensis"
"Paludibaculum fermentans",6,4309,"Bacteria","Acidobacteria","Acidobacteriia","Bryobacterales","Bryobacteraceae","Paludibaculum","fermentans"
"Sulfidibacter corallicola",6,896,"Bacteria","Acidobacteria","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Sulfidibacter","corallicola"
"Luteitalea pratensis",6,42944,"Bacteria","Acidobacteria","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","pratensis"
"Luteitalea sp. TBR-22",6,26782,"Bacteria","Acidobacteria","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","sp. TBR-22"
"Acidimicrobium ferrooxidans",6,1749,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidimicrobium","ferrooxidans"
"Actinomarinicola tropica",6,19358,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Actinomarinicola","tropica"
"Aquihabitans sp. G128",6,22053,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Aquihabitans","sp. G128"
"Aquihabitans sp. Kera 3",6,17171,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Aquihabitans","sp. Kera 3"
"Iamia sp. SCSIO 61187",6,19289,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia","sp. SCSIO 61187"
"Ilumatobacter coccineus",6,10142,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Ilumatobacter","coccineus"
"Acidothermus cellulolyticus",6,1361,"Bacteria","Actinobacteria","Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","cellulolyticus"
"Actinobaculum sp. 313",6,266,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinobaculum","sp. 313"
"Actinomyces faecalis",6,427,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","faecalis"
"Actinomyces gaoshouyii",6,436,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","gaoshouyii"
"Actinomyces howellii",6,836,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","howellii"
"Actinomyces lilanjuaniae",6,339,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","lilanjuaniae"
"Actinomyces marmotae",6,410,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","marmotae"
"Actinomyces naeslundii",6,464,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","naeslundii"
"Actinomyces oris",6,1018,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","oris"
"Actinomyces pacaensis",2,48,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","pacaensis"
"Actinomyces procaprae",6,693,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","procaprae"
"Actinomyces qiguomingii",6,408,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","qiguomingii"
"Actinomyces radicidentis",6,1256,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","radicidentis"
"Actinomyces respiraculi",6,625,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","respiraculi"
"Actinomyces slackii",6,534,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","slackii"
"Actinomyces sp. 432",6,498,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. 432"
"Actinomyces sp. Chiba101",6,486,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. Chiba101"
"Actinomyces sp. MAS-1",6,591,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. MAS-1"
"Actinomyces sp. oral taxon 169",1,122,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 169"
"Actinomyces sp. oral taxon 171",6,577,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 171"
"Actinomyces sp. oral taxon 414",6,1030,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 414"
"Actinomyces sp. Z16",6,663,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. Z16"
"Actinomyces trachealis",6,213,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","trachealis"
"Actinomyces viscosus",6,518,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","viscosus"
"Actinomyces weissii",6,394,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","weissii"
"Actinomyces wuliandei",6,399,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","wuliandei"
"Actinotignum schaalii",5,154,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinotignum","schaalii"
"Changpingibacter yushuensis",6,296,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Changpingibacter","yushuensis"
"Flaviflexus ciconiae",6,271,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Flaviflexus","ciconiae"
"Flaviflexus salsibiostraticola",6,881,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Flaviflexus","salsibiostraticola"
"Flaviflexus sp. dk850",6,498,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Flaviflexus","sp. dk850"
"Mobiluncus curtisii",3,120,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Mobiluncus","curtisii"
"Nanchangia anserum",6,609,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Nanchangia","anserum"
"Pauljensenia hongkongensis",6,788,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Pauljensenia","hongkongensis"
"Schaalia cardiffensis",6,239,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","cardiffensis"
"Schaalia meyeri",6,329,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","meyeri"
"Schaalia odontolytica",6,695,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","odontolytica"
"Schaalia sp. 19OD2882",6,570,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","sp. 19OD2882"
"Schaalia sp. JY-X169",6,173,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","sp. JY-X169"
"Schaalia sp. ZJ405",3,85,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","sp. ZJ405"
"Schaalia turicensis",6,370,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","turicensis"
"Trueperella bialowiezensis",5,212,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","bialowiezensis"
"Trueperella pecoris",6,586,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","pecoris"
"Trueperella pyogenes",6,599,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","pyogenes"
"Actinopolyspora erythraea",6,1433,"Bacteria","Actinobacteria","Actinomycetia","Actinopolysporales","Actinopolysporaceae","Actinopolyspora","erythraea"
"Bifidobacterium actinocoloniiforme",6,171,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","actinocoloniiforme"
"Bifidobacterium adolescentis",6,378,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"Bifidobacterium angulatum",4,150,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","angulatum"
"Bifidobacterium animalis",6,657,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","animalis"
"Bifidobacterium asteroides",6,313,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","asteroides"
"Bifidobacterium bifidum",6,554,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","bifidum"
"Bifidobacterium breve",6,546,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
"Bifidobacterium catenulatum",4,177,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","catenulatum"
"Bifidobacterium choerinum",6,997,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","choerinum"
"Bifidobacterium dentium",6,161,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","dentium"
"Bifidobacterium eulemuris",5,209,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","eulemuris"
"Bifidobacterium lemurum",6,239,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","lemurum"
"Bifidobacterium longum",6,1462,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","longum"
"Bifidobacterium pseudocatenulatum",2,101,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","pseudocatenulatum"
"Bifidobacterium pseudolongum",6,780,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","pseudolongum"
"Bifidobacterium pullorum",6,500,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","pullorum"
"Bifidobacterium scardovii",6,459,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","scardovii"
"Bifidobacterium subtile",6,361,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","subtile"
"Bifidobacterium thermophilum",5,183,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","thermophilum"
"Parascardovia denticolens",3,98,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Parascardovia","denticolens"
"Catenulispora acidiphila",6,8371,"Bacteria","Actinobacteria","Actinomycetia","Catenulisporales","Catenulisporaceae","Catenulispora","acidiphila"
"Corynebacterium aquilae",6,209,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","aquilae"
"Corynebacterium argentoratense",4,144,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","argentoratense"
"Corynebacterium atypicum",6,604,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","atypicum"
"Corynebacterium aurimucosum",6,366,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","aurimucosum"
"Corynebacterium bovis",6,1070,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","bovis"
"Corynebacterium camporealensis",3,107,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","camporealensis"
"Corynebacterium choanae",3,84,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","choanae"
"Corynebacterium comes",6,540,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","comes"
"Corynebacterium coyleae",6,324,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","coyleae"
"Corynebacterium cyclohexanicum",6,2091,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","cyclohexanicum"
"Corynebacterium cystitidis",5,142,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","cystitidis"
"Corynebacterium diphtheriae",3,169,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","diphtheriae"
"Corynebacterium doosanense",6,911,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","doosanense"
"Corynebacterium efficiens",6,380,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","efficiens"
"Corynebacterium endometrii",5,201,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","endometrii"
"Corynebacterium epidermidicanis",5,217,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","epidermidicanis"
"Corynebacterium falsenii",6,543,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","falsenii"
"Corynebacterium flavescens",5,198,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","flavescens"
"Corynebacterium frankenforstense",6,1144,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","frankenforstense"
"Corynebacterium freneyi",6,1021,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","freneyi"
"Corynebacterium genitalium",6,370,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","genitalium"
"Corynebacterium gerontici",2,53,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","gerontici"
"Corynebacterium glaucum",6,410,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","glaucum"
"Corynebacterium glucuronolyticum",6,355,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","glucuronolyticum"
"Corynebacterium glutamicum",4,1982,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","glutamicum"
"Corynebacterium glyciniphilum",6,471,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","glyciniphilum"
"Corynebacterium halotolerans",6,969,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","halotolerans"
"Corynebacterium humireducens",6,700,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","humireducens"
"Corynebacterium imitans",6,590,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","imitans"
"Corynebacterium incognita",6,330,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","incognita"
"Corynebacterium jeikeium",6,2273,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","jeikeium"
"Corynebacterium kalinowskii",5,241,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","kalinowskii"
"Corynebacterium kefirresidentii",1,51,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","kefirresidentii"
"Corynebacterium kroppenstedtii",6,327,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","kroppenstedtii"
"Corynebacterium lactis",6,285,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","lactis"
"Corynebacterium liangguodongii",6,588,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","liangguodongii"
"Corynebacterium lizhenjunii",3,105,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","lizhenjunii"
"Corynebacterium lujinxingii",6,412,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","lujinxingii"
"Corynebacterium macginleyi",1,26,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","macginleyi"
