"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Ciceribacter thiooxidans",6,2020,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ciceribacter","thiooxidans"
"Ensifer adhaerens",6,8892,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","adhaerens"
"Ensifer alkalisoli",6,2441,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","alkalisoli"
"Ensifer mexicanus",6,3189,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","mexicanus"
"Ensifer sojae",6,2701,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","sojae"
"Ensifer sp. PDNC004",6,2165,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","sp. PDNC004"
"Ensifer sp. T173",6,3010,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","sp. T173"
"Georhizobium profundi",6,2180,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Georhizobium","profundi"
"Neorhizobium galegae",6,5505,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium","galegae"
"Neorhizobium sp. NCHU2750",6,1855,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium","sp. NCHU2750"
"Neorhizobium sp. SOG26",6,1468,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium","sp. SOG26"
"Peteryoungia desertarenae",6,732,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Peteryoungia","desertarenae"
"Pseudorhizobium banfieldiae",6,1463,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pseudorhizobium","banfieldiae"
"Pseudorhizobium flavum",6,1605,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pseudorhizobium","flavum"
"Rhizobium acidisoli",6,937,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","acidisoli"
"Rhizobium bangladeshense",6,1664,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","bangladeshense"
"Rhizobium binae",6,1409,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","binae"
"Rhizobium daejeonense",6,1698,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","daejeonense"
"Rhizobium etli",6,5308,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","etli"
"Rhizobium gallicum",6,3571,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","gallicum"
"Rhizobium hidalgonense",6,838,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","hidalgonense"
"Rhizobium indicum",6,1869,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","indicum"
"Rhizobium jaguaris",6,2735,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","jaguaris"
"Rhizobium laguerreae",6,703,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","laguerreae"
"Rhizobium leguminosarum",6,21837,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","leguminosarum"
"Rhizobium lentis",6,1531,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","lentis"
"Rhizobium oryzihabitans",6,1118,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","oryzihabitans"
"Rhizobium phaseoli",6,4267,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","phaseoli"
"Rhizobium pseudoryzae",6,1914,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","pseudoryzae"
"Rhizobium pusense",6,3720,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","pusense"
"Rhizobium rhizoryzae",6,1225,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","rhizoryzae"
"Rhizobium rosettiformans",6,1834,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","rosettiformans"
"Rhizobium ruizarguesonis",6,5406,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","ruizarguesonis"
"Rhizobium sp. 007",6,2231,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. 007"
"Rhizobium sp. 11515TR",6,1555,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. 11515TR"
"Rhizobium sp. AB2/73",6,2246,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. AB2/73"
"Rhizobium sp. ACO-34A",6,1681,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. ACO-34A"
"Rhizobium sp. B230/85",5,2215,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. B230/85"
"Rhizobium sp. BG4",6,2532,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. BG4"
"Rhizobium sp. C104",6,1585,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. C104"
"Rhizobium sp. CCGE531",1,700,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. CCGE531"
"Rhizobium sp. CIAT894",6,1476,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. CIAT894"
"Rhizobium sp. IE4771",6,888,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. IE4771"
"Rhizobium sp. K102",6,1314,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. K102"
"Rhizobium sp. Kim5",6,1156,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. Kim5"
"Rhizobium sp. L51/94",6,2272,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. L51/94"
"Rhizobium sp. NIBRBAC000502774",2,273,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. NIBRBAC000502774"
"Rhizobium sp. NLR16a",6,1347,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. NLR16a"
"Rhizobium sp. NXC14",6,1411,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. NXC14"
"Rhizobium sp. NXC24",6,2066,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. NXC24"
"Rhizobium sp. NZLR1",6,1604,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. NZLR1"
"Rhizobium sp. SL42",6,1634,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. SL42"
"Rhizobium sp. T136",2,1584,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. T136"
"Rhizobium sp. TAL182",6,1083,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. TAL182"
"Rhizobium sp. WL3",6,1572,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. WL3"
"Rhizobium sp. WYJ-E13",6,2521,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. WYJ-E13"
"Rhizobium sp. X9",6,1667,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. X9"
"Rhizobium sp. Y9",2,192,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. Y9"
"Rhizobium sp. ZX09",1,148,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. ZX09"
"Rhizobium tropici",6,1615,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","tropici"
"Shinella sp. H4-D48",6,1553,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella","sp. H4-D48"
"Shinella sp. HZN7",6,4971,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella","sp. HZN7"
"Shinella sp. PSBB067",6,3832,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella","sp. PSBB067"
"Shinella sp. XGS7",6,4380,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella","sp. XGS7"
"Shinella zoogloeoides",6,3395,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella","zoogloeoides"
"Sinorhizobium americanum",6,2671,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","americanum"
"Sinorhizobium fredii",6,12544,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","fredii"
"Sinorhizobium medicae",6,1837,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","medicae"
"Sinorhizobium meliloti",6,6249,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","meliloti"
"Sinorhizobium sp. BG8",6,2255,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","sp. BG8"
"Sinorhizobium sp. CCBAU 05631",6,1052,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium","sp. CCBAU 05631"
"Labrenzia sp. PHM005",6,724,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Labrenzia","sp. PHM005"
"Labrenzia sp. THAF82",6,704,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Labrenzia","sp. THAF82"
"Labrenzia sp. VG12",6,1563,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Labrenzia","sp. VG12"
"Pannonibacter phragmitetus",6,6343,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pannonibacter","phragmitetus"
"Pseudovibrio brasiliensis",6,247,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pseudovibrio","brasiliensis"
"Pseudovibrio sp. FO-BEG1",6,344,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pseudovibrio","sp. FO-BEG1"
"Roseibium aggregatum",6,3169,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium","aggregatum"
"Roseibium alexandrii",6,806,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium","alexandrii"
"Stappia indica",6,4584,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Stappia","indica"
"Stappia sp. ES.058",6,2393,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Stappia","sp. ES.058"
"Ancylobacter pratisalsi",6,3891,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Ancylobacter","pratisalsi"
"Ancylobacter sp. TS-1",6,5601,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Ancylobacter","sp. TS-1"
"Azorhizobium caulinodans",6,4276,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Azorhizobium","caulinodans"
"Labrys sp. KNU-23",6,4595,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Labrys","sp. KNU-23"
"Pseudolabrys sp. FHR47",6,18011,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys","sp. FHR47"
"Pseudolabrys taiwanensis",6,26844,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys","taiwanensis"
"Starkeya novella",6,6834,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Starkeya","novella"
"Starkeya sp. ORNL1",6,7829,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Starkeya","sp. ORNL1"
"Xanthobacter autotrophicus",6,3276,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter","autotrophicus"
"Xanthobacter dioxanivorans",6,8076,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter","dioxanivorans"
"Xanthobacter sp. YC-JY1",6,3103,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter","sp. YC-JY1"
"Candidatus Viadribacter manganicus",6,1615,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Candidatus Viadribacter","manganicus"
"Hyphomonas neptunium",6,657,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas","neptunium"
"Hyphomonas sp. CACIAM 19H1",6,667,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas","sp. CACIAM 19H1"
"Hyphomonas sp. KY3",6,459,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas","sp. KY3"
"Hyphomonas sp. Mor2",6,376,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas","sp. Mor2"
"Magnetococcus marinus",4,118,"Bacteria","Proteobacteria","Alphaproteobacteria","Magnetococcales","Magnetococcaceae","Magnetococcus","marinus"
"Glycocaulis alkaliphilus",6,603,"Bacteria","Proteobacteria","Alphaproteobacteria","Maricaulales","Maricaulaceae","Glycocaulis","alkaliphilus"
"Hyphobacterium sp. CCMP332",6,483,"Bacteria","Proteobacteria","Alphaproteobacteria","Maricaulales","Maricaulaceae","Hyphobacterium","sp. CCMP332"
"Maricaulis maris",6,639,"Bacteria","Proteobacteria","Alphaproteobacteria","Maricaulales","Maricaulaceae","Maricaulis","maris"
"Marinicauda algicola",6,2128,"Bacteria","Proteobacteria","Alphaproteobacteria","Maricaulales","Maricaulaceae","Marinicauda","algicola"
"Aquisalinus flavus",6,658,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Aquisalinus","flavus"
"Parvularcula bermudensis",6,465,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularcula","bermudensis"
"Aestuarium zhoushanense",6,401,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aestuarium","zhoushanense"
"Brevirhabdus pacifica",6,1895,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Brevirhabdus","pacifica"
"Cereibacter azotoformans",6,2472,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter","azotoformans"
"Cereibacter sphaeroides",6,5457,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter","sphaeroides"
"Cognatishimia activa",6,240,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cognatishimia","activa"
"Falsirhodobacter sp. PG104",6,839,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter","sp. PG104"
"Frigidibacter mobilis",6,2634,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Frigidibacter","mobilis"
"Fuscovulum blasticum",6,992,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Fuscovulum","blasticum"
"Gemmobacter aquarius",6,1232,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","aquarius"
"Haematobacter massiliensis",6,2223,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Haematobacter","massiliensis"
"Monaibacterium sp. ALG8",6,1018,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Monaibacterium","sp. ALG8"
"Pacificitalea manganoxidans",6,816,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pacificitalea","manganoxidans"
"Paracoccus aminophilus",6,905,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","aminophilus"
"Paracoccus aminovorans",6,1523,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","aminovorans"
"Paracoccus contaminans",6,1377,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","contaminans"
"Paracoccus denitrificans",6,1810,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","denitrificans"
"Paracoccus jeotgali",6,1360,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","jeotgali"
"Paracoccus kondratievae",6,679,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","kondratievae"
"Paracoccus liaowanqingii",6,1309,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","liaowanqingii"
"Paracoccus marcusii",6,679,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","marcusii"
"Paracoccus mutanolyticus",6,901,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","mutanolyticus"
"Paracoccus pantotrophus",6,1760,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","pantotrophus"
"Paracoccus sanguinis",6,2756,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sanguinis"
"Paracoccus sp. AK26",6,998,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sp. AK26"
"Paracoccus sp. Arc7-R13",6,827,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sp. Arc7-R13"
"Paracoccus sp. H4-D09",6,895,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sp. H4-D09"
"Paracoccus sp. MA",6,1515,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sp. MA"
"Paracoccus sp. MC1862",6,1688,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sp. MC1862"
"Paracoccus sp. S8-55",6,689,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sp. S8-55"
"Paracoccus suum",6,1495,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","suum"
"Paracoccus tegillarcae",6,684,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","tegillarcae"
"Paracoccus yeei",6,4257,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","yeei"
"Paracoccus zhejiangensis",6,1669,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","zhejiangensis"
"Parasedimentitalea marina",6,251,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Parasedimentitalea","marina"
"Paroceanicella profunda",6,4947,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paroceanicella","profunda"
"Pelagovum pacificum",6,1740,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pelagovum","pacificum"
"Pikeienuella piscinae",6,2664,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pikeienuella","piscinae"
"Planktomarina temperata",5,126,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","temperata"
"Polymorphum gilvum",6,3797,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Polymorphum","gilvum"
"Pontivivens ytuae",6,2402,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pontivivens","ytuae"
"Profundibacter amoris",6,355,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Profundibacter","amoris"
"Pseudohalocynthiibacter aestuariivivens",6,513,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudohalocynthiibacter","aestuariivivens"
"Pseudooceanicola algae",6,702,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudooceanicola","algae"
"Pseudopuniceibacterium antarcticum",6,789,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudopuniceibacterium","antarcticum"
"Pseudorhodobacter turbinis",6,312,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","turbinis"
"Pukyongiella litopenaei",6,1570,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pukyongiella","litopenaei"
"Qingshengfaniella alkalisoli",6,526,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Qingshengfaniella","alkalisoli"
"Rhodobaca barguzinensis",6,363,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobaca","barguzinensis"
"Rhodobacter capsulatus",6,1814,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","capsulatus"
"Rhodobacter sp. CZR27",6,2687,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","sp. CZR27"
"Rhodobacter sp. LPB0142",6,2872,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","sp. LPB0142"
"Rhodobacter sp. N10",6,1755,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","sp. N10"
"Rhodophyticola sp. CCM32",6,446,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodophyticola","sp. CCM32"
"Rhodovulum sp. MB263",6,1002,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","sp. MB263"
"Rhodovulum sp. P5",6,945,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","sp. P5"
"Rhodovulum sulfidophilum",6,1985,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","sulfidophilum"
"Roseicitreum antarcticum",6,670,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseicitreum","antarcticum"
"Silicimonas algicola",6,1801,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Silicimonas","algicola"
"Tabrizicola piscis",6,1175,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","piscis"
"Thioclava electrotropha",6,919,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thioclava","electrotropha"
"Thioclava nitratireducens",6,1146,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thioclava","nitratireducens"
"Tritonibacter mobilis",6,747,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tritonibacter","mobilis"
"Yoonia vestfoldensis",6,538,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia","vestfoldensis"
"Actibacterium sp. EMB200-NS6",6,1546,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Actibacterium","sp. EMB200-NS6"
"Antarctobacter heliothermus",6,526,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Antarctobacter","heliothermus"
"Celeribacter baekdonensis",6,407,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","baekdonensis"
"Celeribacter ethanolicus",6,913,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","ethanolicus"
"Celeribacter indicus",6,2574,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","indicus"
"Celeribacter marinus",6,203,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","marinus"
"Dinoroseobacter shibae",6,1631,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Dinoroseobacter","shibae"
